Nome_Escola,REDE,NO_DISTRITO,ID_LATITUDE,ID_LONGITUDE,Municipio,ANO_CENSO,PK_COD_ENTIDADE,ID_DEPENDENCIA_ADM,Dependencia_Administrativa,UF,Endereco,Nr_Endereco,Complemento_Endereco,Bairro,CEP,DDD,Telefone,Telefone_Publico_1,Fax,Correio_Eletronico,Situacao_Funcionamento,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_TERMINO,FINSLUCRATIVOS,MOD_ATIV_COMPLEMENTAR,FUNC_PREDIO_ESCOLAR,FUNC_SALAS_EMPRESA,FUNC_PRISIONAL,FUNC_TEMPLO_IGREJA,FUNC_CASA_PROFESSOR,FUNC_GALPAO,FUNC_OUTROS,FUNC_SALAS_OUTRA_ESC,NUM_CNPJ_ESCOLA_PRIVADA,NUM_CNPJ_UNIDADE_EXECUTORA,CONVENIADA_PP,TIPO_CONVENIO_PODER_PUBLICO,ACESSIBILIDADE,REFEITORIO,DESPENSA,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,BANHEIRO_CHUVEIRO,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,AGUA_FILTRADA,AGUA_REDE_PUBLICA,AGUA_POCO_ARTESIANO,AGUA_CACIMBA,AGUA_FONTE_RIO,AGUA_INEXISTENTE,ENERGIA_REDE_PUBLICA,ENERGIA_GERADOR,ESGOTO_REDE_PUBLICA,ESGOTO_FOSSA,ESGOTO_INEXISTENTE,INTERNET,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_IMPRESSORA,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_FAX,EQUIP_FOTO,EQUIP_PARABOLICA,EQUIP_COPIADORA,EQUIP_RETRO,EQUIP_TV,EQUIP_VIDEOCASSETE,MATERIAL_ESP_NAO_UTILIZA,MATERIAL_ESP_QUILOMBOLA,MATERIAL_ESP_INDIGENA,EDUCACAO_INDIGENA,LINGUA_INDIGENA,LINGUA_PORTUGUESA,ESPACO_TURMA_PBA,ABRE_FINAL_SEMANA,MOD_ENS_REGULAR,MOD_EDUC_ESPECIAL,MOD_EJA,MATTOTAL,MATEI,MATCRECHE,MATPRE,MATEF,MATEFI,MATEF1,MATEF2,MATEF3,MATEF4,MATEF5,MATEF6,MATEF7,MATEF8,MATEF14AI,MATEF58AF,MATS,MAT1S,MAT2S,MAT3S,MAT4S,MAT5S,MAT6S,MAT7S,MAT8S,MATA,MAT1A,MAT2A,MAT3A,MAT4A,MAT5A,MAT6A,MAT7A,MAT8A,MAT9A,MATEM,MATEM1,MATEM2,MATEM3,MATEM4,MATEMNS,MATEM_EM,MATEM1_EM,MATEM2_EM,MATEM3_EM,MATEM4_EM,MATEMNS_EM,MATEM_I,MATEM1_I,MATEM2_I,MATEM3_I,MATEM4_I,MATEMNS_I,MATEM_N,MATEM1_N,MATEM2_N,MATEM3_N,MATEM4_N,MATEP,MATEPCONC,MATEPSUBSEQ,MATEJA,MATEJAEF,MATEJAEM,MATEJAP,MATEJAPEF,MATEJAP14,MATEJAP58,MATEJAPPJ,MATEJAPEM,MATEJASP,MATEJASPEF,MATEJASP14,MATEJASP58,MATEJASPEM,MATEJAEPEF,MATEJAEPNM,MATEJASPEPEF,MATEJASPEPNM,MATEEINCL,MATESPTOT,MATESP,MATESPEXCLUS,MATESPCLESP
CR P CONV GIRASSOL,Privada,BRASILANDIA,-46.68,-23.4716,SAO PAULO,2012,35131088,4,Privada,São Paulo,RUA HERMAN RECHTER,8,,VILA PENTEADO,2864050,,39860516,,39860516,GIRASSOL@CAMINHANDOFUTURO.ORG.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,47389788001024,47389788001024,Sim,Municipal,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,3,3,Não,Não,11,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV SAO JOSE DE VILA PALMEIRAS,Privada,FREGUESIA DO O,-46.6872,-23.4975,SAO PAULO,2012,35429296,4,Privada,São Paulo,RIBEIRAO DAS ALMAS,136,,VILA PALMEIRAS,2728100,,38925601,,,CEISAOJOSE.2009@GMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,1922666000160,1922666000160,Sim,Municipal,Não,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,6,6,Não,Não,12,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADVENTISTA DE CAMPO GRANDE ESCOLA,Privada,CAMPO GRANDE,-46.6898935,-23.6739298,SAO PAULO,2012,35107578,4,Privada,São Paulo,R TONINHAS,318,,VL GEA,4691040,11,23440900,56330091,56314795,EACG@PAULISTASUL.COM.BR,Em Atividade,30/1/2012,18/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,43586122000114,43586122000114,Não,,Não,Não,Não,Não,Sim,Não,,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,11,11,Não,Sim,52,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,43,22,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,603,80,59,21,523,50,61,57,53,66,62,58,56,60,287,236,0,0,0,0,0,0,0,0,0,523,50,61,57,53,66,62,58,56,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
CR P CONV SAGRADO CORACAO DE JESUS,Privada,VILA SONIA,-46.7525,-23.5921,SAO PAULO,2012,35180865,4,Privada,São Paulo,RUA CARLANTONIO CARLONE,112,,JARDIM JAQUELINE,5529000,,37514874,,37514874,CEI.SAG.COR.JESUS@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,64033061000138,64033061000138,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,4,4,Não,Não,10,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV MAE ZAZA - NUCLEO II,Privada,JARDIM ANGELA,-46.7638751,-23.72111432,SAO PAULO,2012,35183982,4,Privada,São Paulo,RUA UTUCURA,11,,CIDADE IPAVA,4950060,,58997983,58990357,,MAEZAZA.2@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,55218358000268,55218358000268,Sim,Municipal,Não,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,3,3,Não,Não,10,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV SAO JOSE OPERARIO II CEI,Privada,JARDIM ANGELA,-46.77088927,-23.68223122,SAO PAULO,2012,35464181,4,Privada,São Paulo,PIETRO SOLARI,8,,JARDIM FRATERNIDADE,5870170,,58341018,,,CEIJOPERARIO2@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,64033061000138,64033061000138,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,4,4,Não,Não,11,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,59,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV JOSE PROFETA MARCILINO,Privada,GUAIANASES,-46.4059,-23.5459,SAO PAULO,2012,35407896,4,Privada,São Paulo,IRMAOS MURGEL,634,,VILA CRUZEIRO,8412030,,25527677,,,AMANDABITHLER@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,5601329000121,5601329000121,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,6,6,Não,Não,12,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV CANTINHO FELIZ,Privada,GUAIANASES,-46.4062,-23.5604,SAO PAULO,2012,35393061,4,Privada,São Paulo,DOUTOR JOAO LEAL DA COSTA,273,,JARDIM SAO PAULO ZONA LESTE,8461460,,20167725,,,CRECHECFELIZ@GLOBO.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,64616246000175,64616246000175,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,5,5,Sim,Não,11,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,,Não,0,0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV ENCARNACAO GIMENEZ MARTINEZ LUCAS,Privada,GUAIANASES,-46.4094,-23.5551,SAO PAULO,2012,35414098,4,Privada,São Paulo,SERRA DO CABURAI,239,,VILA SAO JOSE GUAIANAZES,8412140,,25527987,,,CEIENCARNACAO.AMIGOSDEGUAIANASES@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,2481393000128,2481393000128,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,8,8,Não,Não,11,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,,Não,0,0,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV VISAO EDUCATIVA,Privada,VILA CURUCA,-46.4166,-23.4961,SAO PAULO,2012,35347309,4,Privada,São Paulo,FOLHA DOURADA,5,,JARDIM MIRAGAIA,8161060,,,,25698432,CEIVE@BOL.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,1470611000166,1470611000166,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,5,5,Não,Não,11,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CEI INDIR LAR DITOSO,Privada,GUAIANASES,-46.4171,-23.5459,SAO PAULO,2012,35814258,4,Privada,São Paulo,RUA COMANDANTE CARLOS RUHL,358,,VILA PRINCESA ISABEL,8410130,,25528241,,25230567,CEILARDITOSO@UOL.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,59947465000105,59947465000105,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Não,Não,Não,5,5,Não,Não,11,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEI INDIR TIA ROSINHA,Privada,SAO MIGUEL,-46.4385,-23.4955,SAO PAULO,2012,35814337,4,Privada,São Paulo,RUA PEDRO AVELINO,16,,VILA DOUTOR EIRAS,8010170,,29565137,,,CRECHETIAROSINHA@IG.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Não,Não,Não,Não,Não,Não,Sim,Não,55232458000168,55232458000168,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Não,Não,Não,Não,Sim,Não,Não,5,5,Não,Não,11,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV VOVO ADELAIDE,Privada,SAO MIGUEL,-46.4393,-23495,SAO PAULO,2012,35463197,4,Privada,São Paulo,PEDRO AVELINO,18,,VILA DOUTOR EIRAS,8010170,,,,,,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Não,Não,Não,Não,Não,Não,Sim,Não,2080755000179,2080755000179,Sim,Municipal,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Não,Não,Não,5,5,Não,Não,12,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,,Não,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV CANTINHO DA ALEGRIA,Privada,SAO MATEUS,-46.4679,-23.61,SAO PAULO,2012,35182072,4,Privada,São Paulo,RUA TOURO,156,,CIDADE SATELITE SANTA BARBARA,8331030,,29626053,,29626053,CRECHE.CANTINHODAALEGRIA@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,51150423000200,51150423000129,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,4,4,Não,Não,11,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATESE MAGISTHER COLEGIO,Privada,CARRAO,-46.5436782,-23.5489805,SAO PAULO,2012,35157036,4,Privada,São Paulo,RUA RENATO RINALDI,308,,V CARRAO,3426000,11,,25322412,22956935,MATESEMAGISTHER@UOL.COM.BR,Em Atividade,26/1/2012,18/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,67131730000100,67131730000100,Não,,Sim,Sim,Não,Não,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,9,9,Não,Não,35,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,15,10,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,302,107,60,47,195,21,18,25,21,33,26,19,19,13,118,77,0,0,0,0,0,0,0,0,0,195,21,18,25,21,33,26,19,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV CENT COMUN JOAO PAULO I - NC CON ANTONIO TOZELLI,Privada,VILA MEDEIROS,-46.5668,-23.4805,SAO PAULO,2012,35183313,4,Privada,São Paulo,EDU CHAVES,1500,FUNDOS,PARQUE EDU CHAVES,2229001,11,22470436,,,CENTRO.I@TERRA.COM.BR,Em Atividade,6/2/2012,28/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,51195410000176,51195410000176,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,3,3,Não,Não,11,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV NOSSO LAR I,Privada,AGUA RASA,-46.5691,-23.5616,SAO PAULO,2012,35182308,4,Privada,São Paulo,MANAGE,78,,VILA REGENTE FEIJO,3347010,,20210533,,,CRECHE1@CAPSNOSSOLAR.ORG.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,67139907000379,67139907000379,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,4,4,Não,Não,15,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERRA MATER ESCOLA INFANTIL,Privada,AGUA RASA,-46.57183079,-23.56250547,SAO PAULO,2012,35443578,4,Privada,São Paulo,RUA PICO NEGRO,107,,VILA REGENTE FEIJO,3346100,11,25372623,,25372623,GABRIELATERRAMATER@GMAIL.COM,Em Atividade,26/1/2012,17/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,10470812000154,10470812000154,Não,,Não,Sim,Não,Não,Sim,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,11,11,Não,Não,18,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,6,3,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,84,84,60,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV JOSE PE,Privada,AGUA RASA,-46579,-23.5538,SAO PAULO,2012,35182291,4,Privada,São Paulo,RUA JOAO SOARES,7,,QUARTA PARADA,3175070,,26053227,,,CRPADREJOSE@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,51739977000166,51739977000166,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,5,5,Não,Não,12,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,,Não,0,0,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAU DAS LETRAS CENTRO EDUCACIONAL INFANTIL,Privada,MOOCA,-46.58237929,-23.56936318,SAO PAULO,2012,35420736,4,Privada,São Paulo,RUA ENTA,164,,ALTO DA MOOCA,3195010,11,20841244,,,,Em Atividade,9/1/2012,14/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,9349311000135,9349311000135,Não,,Não,Não,Não,Não,Não,Não,,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,6,6,Não,Não,7,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,4,2,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV LAR PARAISO DAS CRIANCAS,Privada,TREMEMBE,-46.5834,-23.4499,SAO PAULO,2012,35183283,4,Privada,São Paulo,DOS FILHOS DA TERRA,944,,JARDIM FILHOS DA TERRA,2325001,,22436998,,,CEILARPARAISO@IG.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,62249727000164,62249727000164,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,4,4,Não,Não,10,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
